block;russian;transcription;english;translations;examples
professions_40;системный администра́тор;/sistyemnyi administrator/;system administrator;system administrator;"Это ""системный администра́тор"". | Я учу слово ""системный администра́тор""."
professions_40;опера́тор;/opyerator/;operator;operator;"Это ""опера́тор"". | Я учу слово ""опера́тор""."
professions_40;ло́гист;/logist/;logistician;logistician;"Это ""ло́гист"". | Я учу слово ""ло́гист""."
professions_40;тамо́женник;/tamozhyennik/;customs officer;customs officer;"Это ""тамо́женник"". | Я учу слово ""тамо́женник""."
professions_40;военный;/voyennyi/;soldier;soldier;"Это ""военный"". | Я учу слово ""военный""."
professions_40;моря́к;/moryak/;sailor;sailor;"Это ""моря́к"". | Я учу слово ""моря́к""."
professions_40;рыба́к;/rybak/;fisherman;fisherman;"Это ""рыба́к"". | Я учу слово ""рыба́к""."
professions_40;ша́хтер;/shakhtyer/;miner;miner;"Это ""ша́хтер"". | Я учу слово ""ша́хтер""."
professions_40;швея;/shvyeya/;seamstress;seamstress;"Это ""швея"". | Я учу слово ""швея""."
professions_40;портной;/portnoi/;tailor;tailor;"Это ""портной"". | Я учу слово ""портной""."
professions_40;сапо́жник;/sapozhnik/;shoemaker;shoemaker;"Это ""сапо́жник"". | Я учу слово ""сапо́жник""."
professions_40;ювели́р;/yuvyelir/;jeweler;jeweler;"Это ""ювели́р"". | Я учу слово ""ювели́р""."
professions_40;нота́риус;/notarius/;notary;notary;"Это ""нота́риус"". | Я учу слово ""нота́риус""."
professions_40;судья́;/sudya/;judge;judge;"Это ""судья́"". | Я учу слово ""судья́""."
professions_40;прокуро́р;/prokuror/;prosecutor;prosecutor;"Это ""прокуро́р"". | Я учу слово ""прокуро́р""."
professions_40;депута́т;/dyeputat/;deputy;deputy;"Это ""депута́т"". | Я учу слово ""депута́т""."
professions_40;диплома́т;/diplomat/;diplomat;diplomat;"Это ""диплома́т"". | Я учу слово ""диплома́т""."
professions_40;гид;/gid/;tour guide;tour guide;"Это ""гид"". | Я учу слово ""гид""."
professions_40;тре́нер;/tryenyer/;coach;coach;"Это ""тре́нер"". | Я учу слово ""тре́нер""."
professions_40;массажи́ст;/massazhist/;massage therapist;massage therapist;"Это ""массажи́ст"". | Я учу слово ""массажи́ст""."
professions_40;рие́лтор;/riyeltor/;realtor;realtor;"Это ""рие́лтор"". | Я учу слово ""рие́лтор""."
professions_40;флори́ст;/florist/;florist;florist;"Это ""флори́ст"". | Я учу слово ""флори́ст""."
professions_40;анима́тор;/animator/;animator;animator;"Это ""анима́тор"". | Я учу слово ""анима́тор""."
professions_40;убо́рщик;/uborshchik/;cleaner;cleaner;"Это ""убо́рщик"". | Я учу слово ""убо́рщик""."
clothes_accessories_100;футбо́лка;/futbolka/;T-shirt;T-shirt;"Это ""футбо́лка"". | Я учу слово ""футбо́лка""."
clothes_accessories_100;руба́шка;/rubashka/;shirt;shirt;"Это ""руба́шка"". | Я учу слово ""руба́шка""."
clothes_accessories_100;майка;/maika/;tank top;tank top;"Это ""майка"". | Я учу слово ""майка""."
clothes_accessories_100;ко́фта;/kofta/;sweater;sweater;"Это ""ко́фта"". | Я учу слово ""ко́фта""."
clothes_accessories_100;сви́тер;/svityer/;jumper;jumper;"Это ""сви́тер"". | Я учу слово ""сви́тер""."
clothes_accessories_100;толстовка;/tolstovka/;hoodie;hoodie;"Это ""толстовка"". | Я учу слово ""толстовка""."
clothes_accessories_100;кардига́н;/kardigan/;cardigan;cardigan;"Это ""кардига́н"". | Я учу слово ""кардига́н""."
clothes_accessories_100;пиджа́к;/pidzhak/;blazer;blazer;"Это ""пиджа́к"". | Я учу слово ""пиджа́к""."
clothes_accessories_100;костю́м;/kostyum/;suit;suit;"Это ""костю́м"". | Я учу слово ""костю́м""."
clothes_accessories_100;жиле́т;/zhilyet/;vest;vest;"Это ""жиле́т"". | Я учу слово ""жиле́т""."
clothes_accessories_100;ку́ртка;/kurtka/;jacket;jacket;"Это ""ку́ртка"". | Я учу слово ""ку́ртка""."
clothes_accessories_100;пальто́;/palto/;coat;coat;"Это ""пальто́"". | Я учу слово ""пальто́""."
clothes_accessories_100;плащ;/plashch/;raincoat;raincoat;"Это ""плащ"". | Я учу слово ""плащ""."
clothes_accessories_100;ветро́вка;/vyetrovka/;windbreaker;windbreaker;"Это ""ветро́вка"". | Я учу слово ""ветро́вка""."
clothes_accessories_100;пухови́к;/pukhovik/;down jacket;down jacket;"Это ""пухови́к"". | Я учу слово ""пухови́к""."
clothes_accessories_100;джи́нсы;/dzhinsy/;jeans;jeans;"Это ""джи́нсы"". | Я учу слово ""джи́нсы""."
clothes_accessories_100;брю́ки;/bryuki/;trousers;trousers;"Это ""брю́ки"". | Я учу слово ""брю́ки""."
clothes_accessories_100;штаны́;/shtany/;pants;pants;"Это ""штаны́"". | Я учу слово ""штаны́""."
clothes_accessories_100;шо́рты;/shorty/;shorts;shorts;"Это ""шо́рты"". | Я учу слово ""шо́рты""."
clothes_accessories_100;ю́бка;/yubka/;skirt;skirt;"Это ""ю́бка"". | Я учу слово ""ю́бка""."
clothes_accessories_100;пла́тье;/platye/;dress;dress;"Это ""пла́тье"". | Я учу слово ""пла́тье""."
clothes_accessories_100;сарафа́н;/sarafan/;sundress;sundress;"Это ""сарафа́н"". | Я учу слово ""сарафа́н""."
clothes_accessories_100;блу́зка;/bluzka/;blouse;blouse;"Это ""блу́зка"". | Я учу слово ""блу́зка""."
clothes_accessories_100;топ;/top/;top;top;"Это ""топ"". | Я учу слово ""топ""."
clothes_accessories_100;леги́нсы;/lyeginsy/;leggings;leggings;"Это ""леги́нсы"". | Я учу слово ""леги́нсы""."
clothes_accessories_100;колго́тки;/kolgotki/;tights;tights;"Это ""колго́тки"". | Я учу слово ""колго́тки""."
clothes_accessories_100;но́ски;/noski/;socks;socks;"Это ""но́ски"". | Я учу слово ""но́ски""."
clothes_accessories_100;гольфы́;/golfy/;knee socks;knee socks;"Это ""гольфы́"". | Я учу слово ""гольфы́""."
clothes_accessories_100;нижне́е белье́;/nizhnyeye byelye/;underwear;underwear;"Это ""нижне́е белье́"". | Я учу слово ""нижне́е белье́""."
clothes_accessories_100;тру́сы;/trusy/;briefs;briefs;"Это ""тру́сы"". | Я учу слово ""тру́сы""."
clothes_accessories_100;бюстга́льтер;/byustgaltyer/;bra;bra;"Это ""бюстга́льтер"". | Я учу слово ""бюстга́льтер""."
clothes_accessories_100;пижа́ма;/pizhama/;pajamas;pajamas;"Это ""пижа́ма"". | Я учу слово ""пижа́ма""."
clothes_accessories_100;хала́т;/khalat/;robe;robe;"Это ""хала́т"". | Я учу слово ""хала́т""."
clothes_accessories_100;купа́льник;/kupalnik/;swimsuit;swimsuit;"Это ""купа́льник"". | Я учу слово ""купа́льник""."
clothes_accessories_100;пла́вки;/plavki/;swim trunks;swim trunks;"Это ""пла́вки"". | Я учу слово ""пла́вки""."
clothes_accessories_100;ша́пка;/shapka/;hat;hat;"Это ""ша́пка"". | Я учу слово ""ша́пка""."
clothes_accessories_100;ке́пка;/kyepka/;cap;cap;"Это ""ке́пка"". | Я учу слово ""ке́пка""."
clothes_accessories_100;панама́;/panama/;sun hat;sun hat;"Это ""панама́"". | Я учу слово ""панама́""."
clothes_accessories_100;бере́т;/byeryet/;beret;beret;"Это ""бере́т"". | Я учу слово ""бере́т""."
clothes_accessories_100;шля́па;/shlyapa/;hat;hat;"Это ""шля́па"". | Я учу слово ""шля́па""."
clothes_accessories_100;шарф;/sharf/;scarf;scarf;"Это ""шарф"". | Я учу слово ""шарф""."
clothes_accessories_100;плато́к;/platok/;headscarf;headscarf;"Это ""плато́к"". | Я учу слово ""плато́к""."
clothes_accessories_100;перча́тки;/pyerchatki/;gloves;gloves;"Это ""перча́тки"". | Я учу слово ""перча́тки""."
clothes_accessories_100;варе́жки;/varyezhki/;mittens;mittens;"Это ""варе́жки"". | Я учу слово ""варе́жки""."
clothes_accessories_100;реме́нь;/ryemyen/;belt;belt;"Это ""реме́нь"". | Я учу слово ""реме́нь""."
clothes_accessories_100;га́лстук;/galstuk/;tie;tie;"Это ""га́лстук"". | Я учу слово ""га́лстук""."
clothes_accessories_100;ба́бочка;/babochka/;bow tie;bow tie;"Это ""ба́бочка"". | Я учу слово ""ба́бочка""."
clothes_accessories_100;подтя́жки;/podtyazhki/;suspenders;suspenders;"Это ""подтя́жки"". | Я учу слово ""подтя́жки""."
clothes_accessories_100;су́мка;/sumka/;bag;bag;"Это ""су́мка"". | Я учу слово ""су́мка""."
clothes_accessories_100;рю́кзак;/ryukzak/;backpack;backpack;"Это ""рю́кзак"". | Я учу слово ""рю́кзак""."
clothes_accessories_100;клатч;/klatch/;clutch;clutch;"Это ""клатч"". | Я учу слово ""клатч""."
clothes_accessories_100;кошеле́к;/koshyelyek/;wallet;wallet;"Это ""кошеле́к"". | Я учу слово ""кошеле́к""."
clothes_accessories_100;зонт;/zont/;umbrella;umbrella;"Это ""зонт"". | Я учу слово ""зонт""."
clothes_accessories_100;очки́;/ochki/;glasses;glasses;"Это ""очки́"". | Я учу слово ""очки́""."
clothes_accessories_100;со́лнцезащитные очки́;/solntsyezashchitnyye ochki/;sunglasses;sunglasses;"Это ""со́лнцезащитные очки́"". | Я учу слово ""со́лнцезащитные очки́""."
clothes_accessories_100;часы́;/chasy/;watch;watch;"Это ""часы́"". | Я учу слово ""часы́""."
clothes_accessories_100;брасле́т;/braslyet/;bracelet;bracelet;"Это ""брасле́т"". | Я учу слово ""брасле́т""."
clothes_accessories_100;кольцо́;/koltso/;ring;ring;"Это ""кольцо́"". | Я учу слово ""кольцо́""."
clothes_accessories_100;се́рьги;/syergi/;earrings;earrings;"Это ""се́рьги"". | Я учу слово ""се́рьги""."
clothes_accessories_100;ожерелье;/ozhyeryelye/;necklace;necklace;"Это ""ожерелье"". | Я учу слово ""ожерелье""."
clothes_accessories_100;цепо́чка;/tsyepochka/;chain;chain;"Это ""цепо́чка"". | Я учу слово ""цепо́чка""."
clothes_accessories_100;брошь;/brosh/;brooch;brooch;"Это ""брошь"". | Я учу слово ""брошь""."
clothes_accessories_100;о́бувь;/obuv/;footwear;footwear;"Это ""о́бувь"". | Я учу слово ""о́бувь""."
clothes_accessories_100;кроссовки;/krossovki/;sneakers;sneakers;"Это ""кроссовки"". | Я учу слово ""кроссовки""."
clothes_accessories_100;кеды́;/kyedy/;trainers;trainers;"Это ""кеды́"". | Я учу слово ""кеды́""."
clothes_accessories_100;боти́нки;/botinki/;boots;boots;"Это ""боти́нки"". | Я учу слово ""боти́нки""."
clothes_accessories_100;полуботи́нки;/polubotinki/;shoes;shoes;"Это ""полуботи́нки"". | Я учу слово ""полуботи́нки""."
clothes_accessories_100;ту́фли;/tufli/;dress shoes;dress shoes;"Это ""ту́фли"". | Я учу слово ""ту́фли""."
clothes_accessories_100;босоножки;/bosonozhki/;sandals;sandals;"Это ""босоножки"". | Я учу слово ""босоножки""."
clothes_accessories_100;санда́лии;/sandalii/;sandals;sandals;"Это ""санда́лии"". | Я учу слово ""санда́лии""."
clothes_accessories_100;та́пки;/tapki/;slippers;slippers;"Это ""та́пки"". | Я учу слово ""та́пки""."
clothes_accessories_100;сапоги́;/sapogi/;boots;boots;"Это ""сапоги́"". | Я учу слово ""сапоги́""."
clothes_accessories_100;рези́новые сапоги́;/ryezinovyye sapogi/;rubber boots;rubber boots;"Это ""рези́новые сапоги́"". | Я учу слово ""рези́новые сапоги́""."
clothes_accessories_100;каблу́к;/kabluk/;heel;heel;"Это ""каблу́к"". | Я учу слово ""каблу́к""."
clothes_accessories_100;шну́рки;/shnurki/;shoelaces;shoelaces;"Это ""шну́рки"". | Я учу слово ""шну́рки""."
clothes_accessories_100;подошва́;/podoshva/;sole;sole;"Это ""подошва́"". | Я учу слово ""подошва́""."
clothes_accessories_100;де́тская оде́жда;/dyetskaya odyezhda/;children's clothes;children's clothes;"Это ""де́тская оде́жда"". | Я учу слово ""де́тская оде́жда""."
clothes_accessories_100;де́тская ку́ртка;/dyetskaya kurtka/;children's jacket;children's jacket;"Это ""де́тская ку́ртка"". | Я учу слово ""де́тская ку́ртка""."
clothes_accessories_100;де́тская ша́пка;/dyetskaya shapka/;children's hat;children's hat;"Это ""де́тская ша́пка"". | Я учу слово ""де́тская ша́пка""."
clothes_accessories_100;де́тские варе́жки;/dyetskiye varyezhki/;children's mittens;children's mittens;"Это ""де́тские варе́жки"". | Я учу слово ""де́тские варе́жки""."
clothes_accessories_100;де́тские боти́нки;/dyetskiye botinki/;children's boots;children's boots;"Это ""де́тские боти́нки"". | Я учу слово ""де́тские боти́нки""."
clothes_accessories_100;детский комбинезо́н;/dyetskii kombinyezon/;children's overalls;children's overalls;"Это ""детский комбинезо́н"". | Я учу слово ""детский комбинезо́н""."
clothes_accessories_100;мужска́я руба́шка;/muzhskaya rubashka/;men's shirt;men's shirt;"Это ""мужска́я руба́шка"". | Я учу слово ""мужска́я руба́шка""."
clothes_accessories_100;мужской костю́м;/muzhskoi kostyum/;men's suit;men's suit;"Это ""мужской костю́м"". | Я учу слово ""мужской костю́м""."
clothes_accessories_100;мужски́е ту́фли;/muzhskiye tufli/;men's shoes;men's shoes;"Это ""мужски́е ту́фли"". | Я учу слово ""мужски́е ту́фли""."
clothes_accessories_100;же́нское пла́тье;/zhyenskoye platye/;women's dress;women's dress;"Это ""же́нское пла́тье"". | Я учу слово ""же́нское пла́тье""."
clothes_accessories_100;же́нская ю́бка;/zhyenskaya yubka/;women's skirt;women's skirt;"Это ""же́нская ю́бка"". | Я учу слово ""же́нская ю́бка""."
clothes_accessories_100;же́нская блу́зка;/zhyenskaya bluzka/;women's blouse;women's blouse;"Это ""же́нская блу́зка"". | Я учу слово ""же́нская блу́зка""."
clothes_accessories_100;же́нская су́мка;/zhyenskaya sumka/;women's handbag;women's handbag;"Это ""же́нская су́мка"". | Я учу слово ""же́нская су́мка""."
clothes_accessories_100;же́нские ту́фли;/zhyenskiye tufli/;women's shoes;women's shoes;"Это ""же́нские ту́фли"". | Я учу слово ""же́нские ту́фли""."
clothes_accessories_100;разме́р;/razmyer/;size;size;"Это ""разме́р"". | Я учу слово ""разме́р""."
clothes_accessories_100;примерочная;/primyerochnaya/;fitting room;fitting room;"Это ""примерочная"". | Я учу слово ""примерочная""."
clothes_accessories_100;мо́лния;/molniya/;zipper;zipper;"Это ""мо́лния"". | Я учу слово ""мо́лния""."
clothes_accessories_100;пу́говица;/pugovitsa/;button;button;"Это ""пу́говица"". | Я учу слово ""пу́говица""."
clothes_accessories_100;воротни́к;/vorotnik/;collar;collar;"Это ""воротни́к"". | Я учу слово ""воротни́к""."
clothes_accessories_100;рука́в;/rukav/;sleeve;sleeve;"Это ""рука́в"". | Я учу слово ""рука́в""."
clothes_accessories_100;карма́н;/karman/;pocket;pocket;"Это ""карма́н"". | Я учу слово ""карма́н""."
clothes_accessories_100;капюшо́н;/kapyushon/;hood;hood;"Это ""капюшо́н"". | Я учу слово ""капюшо́н""."
clothes_accessories_100;манже́та;/manzhyeta/;cuff;cuff;"Это ""манже́та"". | Я учу слово ""манже́та""."
clothes_accessories_100;ткань;/tkan/;fabric;fabric;"Это ""ткань"". | Я учу слово ""ткань""."
appearance_80;внешность;/vnyeshnost/;appearance;appearance;"Это ""внешность"". | Я учу слово ""внешность""."
appearance_80;красота́;/krasota/;beauty;beauty;"Это ""красота́"". | Я учу слово ""красота́""."
appearance_80;лицо́;/litso/;face;face;"Это ""лицо́"". | Я учу слово ""лицо́""."
appearance_80;ко́жа;/kozha/;skin;skin;"Это ""ко́жа"". | Я учу слово ""ко́жа""."
appearance_80;во́лосы;/volosy/;hair;hair;"Это ""во́лосы"". | Я учу слово ""во́лосы""."
appearance_80;прическа;/prichyeska/;hairstyle;hairstyle;"Это ""прическа"". | Я учу слово ""прическа""."
appearance_80;лоб;/lob/;forehead;forehead;"Это ""лоб"". | Я учу слово ""лоб""."
appearance_80;брови;/brovi/;eyebrows;eyebrows;"Это ""брови"". | Я учу слово ""брови""."
appearance_80;ресни́цы;/ryesnitsy/;eyelashes;eyelashes;"Это ""ресни́цы"". | Я учу слово ""ресни́цы""."
appearance_80;глаза́;/glaza/;eyes;eyes;"Это ""глаза́"". | Я учу слово ""глаза́""."
appearance_80;нос;/nos/;nose;nose;"Это ""нос"". | Я учу слово ""нос""."
appearance_80;щеки;/shchyeki/;cheeks;cheeks;"Это ""щеки"". | Я учу слово ""щеки""."
appearance_80;гу́бы;/guby/;lips;lips;"Это ""гу́бы"". | Я учу слово ""гу́бы""."
appearance_80;зу́бы;/zuby/;teeth;teeth;"Это ""зу́бы"". | Я учу слово ""зу́бы""."
appearance_80;подборо́док;/podborodok/;chin;chin;"Это ""подборо́док"". | Я учу слово ""подборо́док""."
appearance_80;улы́бка;/ulybka/;smile;smile;"Это ""улы́бка"". | Я учу слово ""улы́бка""."
appearance_80;борода́;/boroda/;beard;beard;"Это ""борода́"". | Я учу слово ""борода́""."
appearance_80;усы́;/usy/;mustache;mustache;"Это ""усы́"". | Я учу слово ""усы́""."
appearance_80;маки́яж;/makiyazh/;makeup;makeup;"Это ""маки́яж"". | Я учу слово ""маки́яж""."
appearance_80;маникю́р;/manikyur/;manicure;manicure;"Это ""маникю́р"". | Я учу слово ""маникю́р""."
appearance_80;краси́вая;/krasivaya/;beautiful;beautiful;"Это ""краси́вая"". | Я учу слово ""краси́вая""."
appearance_80;симпатичный;/simpatichnyi/;good-looking;good-looking;"Это ""симпатичный"". | Я учу слово ""симпатичный""."
appearance_80;привлекательный;/privlyekatyelnyi/;attractive;attractive;"Это ""привлекательный"". | Я учу слово ""привлекательный""."
appearance_80;милый;/milyi/;cute;cute;"Это ""милый"". | Я учу слово ""милый""."
appearance_80;обаятельный;/obayatyelnyi/;charming;charming;"Это ""обаятельный"". | Я учу слово ""обаятельный""."
appearance_80;высокий;/vysokii/;tall;tall;"Это ""высокий"". | Я учу слово ""высокий""."
appearance_80;невысокий;/nyevysokii/;short;short;"Это ""невысокий"". | Я учу слово ""невысокий""."
appearance_80;низкий;/nizkii/;low;low;"Это ""низкий"". | Я учу слово ""низкий""."
appearance_80;стройный;/stroinyi/;slim;slim;"Это ""стройный"". | Я учу слово ""стройный""."
appearance_80;худой;/khudoi/;thin;thin;"Это ""худой"". | Я учу слово ""худой""."
appearance_80;полный;/polnyi/;plump;plump;"Это ""полный"". | Я учу слово ""полный""."
appearance_80;крепкий;/kryepkii/;strong;strong;"Это ""крепкий"". | Я учу слово ""крепкий""."
appearance_80;широкоплечий;/shirokoplyechii/;broad-shouldered;broad-shouldered;"Это ""широкоплечий"". | Я учу слово ""широкоплечий""."
appearance_80;молодой;/molodoi/;young;young;"Это ""молодой"". | Я учу слово ""молодой""."
appearance_80;пожилой;/pozhiloi/;elderly;elderly;"Это ""пожилой"". | Я учу слово ""пожилой""."
appearance_80;взрослый;/vzroslyi/;adult;adult;"Это ""взрослый"". | Я учу слово ""взрослый""."
appearance_80;юный;/yunyi/;young;young;"Это ""юный"". | Я учу слово ""юный""."
appearance_80;красивый;/krasivyi/;beautiful;beautiful;"Это ""красивый"". | Я учу слово ""красивый""."
appearance_80;ухоженный;/ukhozhyennyi/;well-groomed;well-groomed;"Это ""ухоженный"". | Я учу слово ""ухоженный""."
appearance_80;аккуратный;/akkuratnyi/;neat;neat;"Это ""аккуратный"". | Я учу слово ""аккуратный""."
appearance_80;небритый;/nyebrityi/;unshaven;unshaven;"Это ""небритый"". | Я учу слово ""небритый""."
appearance_80;лысый;/lysyi/;bald;bald;"Это ""лысый"". | Я учу слово ""лысый""."
appearance_80;кудрявый;/kudryavyi/;curly-haired;curly-haired;"Это ""кудрявый"". | Я учу слово ""кудрявый""."
appearance_80;волнистый;/volnistyi/;wavy;wavy;"Это ""волнистый"". | Я учу слово ""волнистый""."
appearance_80;прямы́е во́лосы;/pryamyye volosy/;straight hair;straight hair;"Это ""прямы́е во́лосы"". | Я учу слово ""прямы́е во́лосы""."
appearance_80;све́тлые во́лосы;/svyetlyye volosy/;blond hair;blond hair;"Это ""све́тлые во́лосы"". | Я учу слово ""све́тлые во́лосы""."
appearance_80;темны́е во́лосы;/tyemnyye volosy/;dark hair;dark hair;"Это ""темны́е во́лосы"". | Я учу слово ""темны́е во́лосы""."
appearance_80;ры́жие во́лосы;/ryzhiye volosy/;red hair;red hair;"Это ""ры́жие во́лосы"". | Я учу слово ""ры́жие во́лосы""."
appearance_80;седы́е во́лосы;/syedyye volosy/;gray hair;gray hair;"Это ""седы́е во́лосы"". | Я учу слово ""седы́е во́лосы""."
appearance_80;дли́нные во́лосы;/dlinnyye volosy/;long hair;long hair;"Это ""дли́нные во́лосы"". | Я учу слово ""дли́нные во́лосы""."
appearance_80;коро́ткие во́лосы;/korotkiye volosy/;short hair;short hair;"Это ""коро́ткие во́лосы"". | Я учу слово ""коро́ткие во́лосы""."
appearance_80;ка́рие глаза́;/kariye glaza/;brown eyes;brown eyes;"Это ""ка́рие глаза́"". | Я учу слово ""ка́рие глаза́""."
appearance_80;голубы́е глаза́;/golubyye glaza/;blue eyes;blue eyes;"Это ""голубы́е глаза́"". | Я учу слово ""голубы́е глаза́""."
appearance_80;зе́леные глаза́;/zyelyenyye glaza/;green eyes;green eyes;"Это ""зе́леные глаза́"". | Я учу слово ""зе́леные глаза́""."
appearance_80;се́рые глаза́;/syeryye glaza/;gray eyes;gray eyes;"Это ""се́рые глаза́"". | Я учу слово ""се́рые глаза́""."
appearance_80;зага́р;/zagar/;tan;tan;"Это ""зага́р"". | Я учу слово ""зага́р""."
appearance_80;весну́шки;/vyesnushki/;freckles;freckles;"Это ""весну́шки"". | Я учу слово ""весну́шки""."
appearance_80;морщи́ны;/morshchiny/;wrinkles;wrinkles;"Это ""морщи́ны"". | Я учу слово ""морщи́ны""."
appearance_80;шрам;/shram/;scar;scar;"Это ""шрам"". | Я учу слово ""шрам""."
appearance_80;ро́динка;/rodinka/;mole;mole;"Это ""ро́динка"". | Я учу слово ""ро́динка""."
appearance_80;у́хо;/ukho/;ear;ear;"Это ""у́хо"". | Я учу слово ""у́хо""."
appearance_80;ше́я;/shyeya/;neck;neck;"Это ""ше́я"". | Я учу слово ""ше́я""."
appearance_80;пле́чи;/plyechi/;shoulders;shoulders;"Это ""пле́чи"". | Я учу слово ""пле́чи""."
appearance_80;оса́нка;/osanka/;posture;posture;"Это ""оса́нка"". | Я учу слово ""оса́нка""."
appearance_80;рост;/rost/;height;height;"Это ""рост"". | Я учу слово ""рост""."
appearance_80;вес;/vyes/;weight;weight;"Это ""вес"". | Я учу слово ""вес""."
appearance_80;стиль;/stil/;style;style;"Это ""стиль"". | Я учу слово ""стиль""."
appearance_80;модный;/modnyi/;fashionable;fashionable;"Это ""модный"". | Я учу слово ""модный""."
appearance_80;элегантный;/elyegantnyi/;elegant;elegant;"Это ""элегантный"". | Я учу слово ""элегантный""."
appearance_80;спортивный;/sportivnyi/;sporty;sporty;"Это ""спортивный"". | Я учу слово ""спортивный""."
appearance_80;нежный;/nyezhnyi/;gentle;gentle;"Это ""нежный"". | Я учу слово ""нежный""."
appearance_80;яркий;/yarkii/;bright;bright;"Это ""яркий"". | Я учу слово ""яркий""."
appearance_80;бледный;/blyednyi/;pale;pale;"Это ""бледный"". | Я учу слово ""бледный""."
appearance_80;смуглый;/smuglyi/;dark-skinned;dark-skinned;"Это ""смуглый"". | Я учу слово ""смуглый""."
appearance_80;сильный;/silnyi/;strong;strong;"Это ""сильный"". | Я учу слово ""сильный""."
appearance_80;слабый;/slabyi/;weak;weak;"Это ""слабый"". | Я учу слово ""слабый""."
appearance_80;приятный;/priyatnyi/;pleasant;pleasant;"Это ""приятный"". | Я учу слово ""приятный""."
appearance_80;серьезный;/syeryeznyi/;serious;serious;"Это ""серьезный"". | Я учу слово ""серьезный""."
appearance_80;добрый взгляд;/dobryi vzglyad/;kind look;kind look;"Это ""добрый взгляд"". | Я учу слово ""добрый взгляд""."
appearance_80;широ́кая улы́бка;/shirokaya ulybka/;broad smile;broad smile;"Это ""широ́кая улы́бка"". | Я учу слово ""широ́кая улы́бка""."
health_100;здоровье;/zdorovye/;health;health;"Это ""здоровье"". | Я учу слово ""здоровье""."
health_100;боле́знь;/bolyezn/;illness;illness;"Это ""боле́знь"". | Я учу слово ""боле́знь""."
health_100;просту́да;/prostuda/;cold;cold;"Это ""просту́да"". | Я учу слово ""просту́да""."
health_100;грипп;/gripp/;flu;flu;"Это ""грипп"". | Я учу слово ""грипп""."
health_100;ка́шель;/kashyel/;cough;cough;"Это ""ка́шель"". | Я учу слово ""ка́шель""."
health_100;насмо́рк;/nasmork/;runny nose;runny nose;"Это ""насмо́рк"". | Я учу слово ""насмо́рк""."
health_100;температу́ра;/tyempyeratura/;temperature;temperature;"Это ""температу́ра"". | Я учу слово ""температу́ра""."
health_100;жар;/zhar/;fever;fever;"Это ""жар"". | Я учу слово ""жар""."
health_100;озно́б;/oznob/;chills;chills;"Это ""озно́б"". | Я учу слово ""озно́б""."
health_100;головна́я боль;/golovnaya bol/;headache;headache;"Это ""головна́я боль"". | Я учу слово ""головна́я боль""."
health_100;боль в горле;/bol v gorlye/;sore throat;sore throat;"Это ""боль в горле"". | Я учу слово ""боль в горле""."
health_100;зу́бная боль;/zubnaya bol/;toothache;toothache;"Это ""зу́бная боль"". | Я учу слово ""зу́бная боль""."
health_100;боль в спине́;/bol v spinye/;back pain;back pain;"Это ""боль в спине́"". | Я учу слово ""боль в спине́""."
health_100;боль в животе́;/bol v zhivotye/;stomach ache;stomach ache;"Это ""боль в животе́"". | Я учу слово ""боль в животе́""."
health_100;алле́ргия;/allyergiya/;allergy;allergy;"Это ""алле́ргия"". | Я учу слово ""алле́ргия""."
health_100;перело́м;/pyeryelom/;fracture;fracture;"Это ""перело́м"". | Я учу слово ""перело́м""."
health_100;у́шиб;/ushib/;bruise;bruise;"Это ""у́шиб"". | Я учу слово ""у́шиб""."
health_100;ра́на;/rana/;wound;wound;"Это ""ра́на"". | Я учу слово ""ра́на""."
health_100;ожо́г;/ozhog/;burn;burn;"Это ""ожо́г"". | Я учу слово ""ожо́г""."
health_100;по́рез;/poryez/;cut;cut;"Это ""по́рез"". | Я учу слово ""по́рез""."
health_100;си́няк;/sinyak/;bruise;bruise;"Это ""си́няк"". | Я учу слово ""си́няк""."
health_100;отравле́ние;/otravlyeniye/;poisoning;poisoning;"Это ""отравле́ние"". | Я учу слово ""отравле́ние""."
health_100;инфе́кция;/infyektsiya/;infection;infection;"Это ""инфе́кция"". | Я учу слово ""инфе́кция""."
health_100;ви́рус;/virus/;virus;virus;"Это ""ви́рус"". | Я учу слово ""ви́рус""."
health_100;симпто́м;/simptom/;symptom;symptom;"Это ""симпто́м"". | Я учу слово ""симпто́м""."
health_100;диагноз;/diagnoz/;diagnosis;diagnosis;"Это ""диагноз"". | Я учу слово ""диагноз""."
health_100;лече́ние;/lyechyeniye/;treatment;treatment;"Это ""лече́ние"". | Я учу слово ""лече́ние""."
health_100;опера́ция;/opyeratsiya/;operation;operation;"Это ""опера́ция"". | Я учу слово ""опера́ция""."
health_100;у́кол;/ukol/;injection;injection;"Это ""у́кол"". | Я учу слово ""у́кол""."
health_100;приви́вка;/privivka/;vaccination;vaccination;"Это ""приви́вка"". | Я учу слово ""приви́вка""."
health_100;лекарство;/lyekarstvo/;medicine;medicine;"Это ""лекарство"". | Я учу слово ""лекарство""."
health_100;та́блетка;/tablyetka/;tablet;tablet;"Это ""та́блетка"". | Я учу слово ""та́блетка""."
health_100;сиро́п;/sirop/;syrup;syrup;"Это ""сиро́п"". | Я учу слово ""сиро́п""."
health_100;ка́пли;/kapli/;drops;drops;"Это ""ка́пли"". | Я учу слово ""ка́пли""."
health_100;мазь;/maz/;ointment;ointment;"Это ""мазь"". | Я учу слово ""мазь""."
