block;russian;fr;es;pt;ar;zh
extended_6000;рельс (м.р.);rail;carril;trilho;السكة;铁路
extended_6000;наедине́;seul;solo;sozinho;وحده;单独
extended_6000;бюллете́нь (м.р.);bulletin d'information;boletín informativo;boletim informativo;النشرة;时事通讯
extended_6000;пчела́ (ж.р.);abeille;abeja;abelha;النحلة;蜜蜂
extended_6000;сталь (ж.р.);acier;acero;aço;الصلب;钢
extended_6000;отвлека́ть;distraire;distraer;distrair;صرف الانتباه;分散注意力
extended_6000;лошади́ный (м.р.);équidé;equino;equino;الخيل;马
extended_6000;разду́мье (с.р.);réflexion;reflexión;reflexão;التفكر;反思
extended_6000;опти́ческий (м.р.);optique;óptico;óptico;بصرية;光学
extended_6000;указа́тель (м.р.);indice Guide;índice;índice;الفهرس;索引
extended_6000;гид (м.р.);guide;guía;guia;الدليل;指南
extended_6000;неудо́бно;peu pratique;inconveniente;inconveniente;غير مريح;不方便
extended_6000;упо́рный (м.р.);persistant;persistente;persistente;المستمر;执着
extended_6000;ускоре́ние (с.р.);accélération;aceleración;aceleração;التسارع;加速度
extended_6000;побо́чный (м.р.);effets secondaires;efectos secundarios;efeitos colaterais;الآثار الجانبية;副作用
extended_6000;тотальны́й (м.р.);total;total;total;المجموع;总计
extended_6000;кла́ссик (м.р.);classique;clásico;clássico;الكلاسيكية;经典
extended_6000;огляде́ться;regarde autour de toi;mira a tu alrededor;olhe ao redor;انظر حولك;环顾四周
extended_6000;допо́лнить;ajouter;agregar;adicionar;إضافة;添加
extended_6000;летопи́сь (ж.р.);chronique;crónica;crônica;تاريخ;编年史
extended_6000;помеща́ться;en forme;encajar;ajuste;صالح;适合
extended_6000;червь (м.р.);ver;gusano;verme;الدودة;蠕虫
extended_6000;возложи́ть;attribuer;asignar;atribuir;إسناد;分配
extended_6000;оби́дный (м.р.);offensant;ofensivo;ofensivo;هجومية;进攻
extended_6000;диктату́ра (ж.р.);dictature;dictadura;ditadura;الدكتاتورية;独裁
extended_6000;са́мец (м.р.);homme;hombre;masculino;ذكر;男
extended_6000;поликли́ника (ж.р.);clinique;clínica;clínica;العيادة;诊所
extended_6000;негодя́й (м.р.);canailles;sinvergüenzas;canalhas;الأوغاد;恶棍
extended_6000;вали́ть;sors;sal;saia;اخرج;出去
extended_6000;ука́зываться;à préciser;por especificar;a ser especificado;سيتم تحديده;待指定
extended_6000;соба́чка (ж.р.);chien;perro;cachorro;كلب;狗
extended_6000;налогообложение (с.р.);fiscalité;impuestos;tributação;الضرائب;税收
extended_6000;отличи́ть;distinguer;distinguir;distinguir;تمييز;区分
extended_6000;шика́рный (м.р.);magnifique;preciosa;lindo;رائع;华丽
extended_6000;мра́чно;sombre;sombrío;sombrio;قاتمة;阴沉
extended_6000;адресова́ть;adresse;dirección;endereço;العنوان;地址
extended_6000;импера́торский (м.р.);impérial;imperial;imperial;الإمبراطورية;帝国
extended_6000;фаса́д (м.р.);façade;fachada;fachada;الواجهة;外观
extended_6000;кайф (м.р.);kaif;kaif;kaif;كيف;卡芙
extended_6000;ба́рышня (ж.р.);jeune femme;jovencita;jovem;الشابة;年轻女士
extended_6000;завоева́ние (с.р.);conquête;conquista;conquista;الفتح;征服
extended_6000;га́дость (ж.р.);dégoûtant;asqueroso;nojento;مقرف;恶心
extended_6000;убеди́тельно;convaincant;convincente;convincente;مقنعة;令人信服
extended_6000;наплева́ть;je m'en fiche;no me importa;não me importo;لا يهمك;不在乎
extended_6000;заку́пка (ж.р.);achat;compra;compra;الشراء;购买
extended_6000;буржуа́зия (ж.р.);bourgeoisie;burguesía;burguesia;البرجوازية;资产阶级
extended_6000;лад (м.р.);frette;traste;preocupação;الحنق;烦恼
extended_6000;жрать;manger;comer;comer;أكل;吃
extended_6000;тёща (ж.р.);belle-mère;suegra;sogra;الحماة;婆婆
extended_6000;шрифт (м.р.);police;fuente;fonte;الخط;字体
extended_6000;конте́йнер (м.р.);conteneur;contenedor;contêiner;حاوية;容器
extended_6000;отхо́д (м.р.);départ;salida;partida;الرحيل;出发
extended_6000;оскорби́ть;insulte;insulto;insulto;الإهانة;侮辱
extended_6000;шине́ль (ж.р.);pardessus;abrigo;sobretudo;معطف;大衣
extended_6000;пала́ч (м.р.);bourreau;verdugo;carrasco;الجلاد;刽子手
extended_6000;отку́да-то;de quelque part;de algún lugar;de algum lugar;من مكان ما;从某个地方
extended_6000;позабы́ть;oublier;olvidar;esqueça;ننسى;忘记了
extended_6000;алкого́льный (м.р.);alcoolique;alcohólico;alcoólatra;مدمن الخمر;酗酒者
extended_6000;ка́чественно;qualitativement;cualitativamente;qualitativamente;نوعياً;定性地
extended_6000;предчу́вствие (с.р.);prémonition;premonición;premonição;التحذير;预感
extended_6000;расширя́ться;développer;ampliar;expandir;التوسع;展开
extended_6000;наста́вник (м.р.);mentor;mentor;mentor;المرشد;导师
extended_6000;догоня́ть;rattraper son retard;ponerse al día;recuperar o atraso;اللحاق;赶上
extended_6000;зли́ться;se mettre en colère;enojarse;ficar com raiva;يغضب;生气
extended_6000;сы́тый (м.р.);plein;completo;completo;كاملة;已满
extended_6000;подви́жный (м.р.);mobile;móvil;celular;الجوال;移动
extended_6000;разби́ться;crash;accidente;acidente;الحادث;崩溃
extended_6000;отреаги́ровать;réagir;reaccionar;reagir;رد فعل;反应
extended_6000;пионе́р (м.р.);pionnier;pionero;pioneiro;الرائد;先锋
extended_6000;сто́рож (м.р.);gardien;vigilante;vigia;الحارس;守望者
extended_6000;ве́стник (м.р.);messager;mensajero;mensageiro;رسول;使者
extended_6000;восхожде́ние (с.р.);ascension;ascensión;ascensão;الصعود;提升
extended_6000;са́нкция (ж.р.);sanction;sanción;sanção;الجزاء;制裁
extended_6000;прочи́тывать;lire;leer;leia;قرأ;阅读
extended_6000;пра́здновать;célébrer;celebrar;comemorar;احتفل;庆祝
extended_6000;разложи́ть;développer;expandir;expandir;التوسع;展开
extended_6000;спасти́сь;s'échapper;escapar;escapar;الهروب;逃脱
extended_6000;бутербро́д (м.р.);sandwich;sándwich;sanduíche;ساندويتش;三明治
extended_6000;сбо́рка (ж.р.);assemblage;asamblea;montagem;التجمع;大会
extended_6000;испу́г (м.р.);peur;susto;susto;الخوف;恐惧
extended_6000;собла́зн (м.р.);tentation;tentación;tentação;الفتن;诱惑
extended_6000;джип (м.р.);jeep;jeep;jipe;جيب;吉普车
extended_6000;пите́рский (м.р.);Saint-Pétersbourg;San Petersburgo;São Petersburgo;سانت بطرسبورغ;圣彼得堡
extended_6000;слия́ние (с.р.);fusionner Icône;fusionar;mesclar ícone;الدمج;合并
extended_6000;значо́к (м.р.);icon;icono;icon;أيقونة;图标
extended_6000;причёска (ж.р.);coiffure;peinado;penteado;تسريحة الشعر;发型
extended_6000;ласка́ть;caresse;caricia;carícia;المداعبة;爱抚
extended_6000;устава́ть;je me fatigue;cansarse;cansar;تعب;累了
extended_6000;арсена́л (м.р.);arsenal;arsenal;arsenal;الترسانة;兵工厂
extended_6000;ускори́ть;accélérer;acelerar;acelerar;الإسراع;加速
extended_6000;осо́бняк (м.р.);manoir;mansión;mansão;القصر;豪宅
extended_6000;пожи́ть;en direct;en vivo;ao vivo;مباشر;直播
extended_6000;просиде́ть;s'asseoir;sentarse;sentar;الجلوس;坐
extended_6000;литера́тор (м.р.);écrivain;escritor;escritor;كاتب;作家
extended_6000;поглоща́ть;absorber;absorber;absorver;استيعاب;吸收
extended_6000;ли́ться;verser;verter;despeje;صب;倒
extended_6000;преслову́тый (м.р.);notoire;notorio;notório;سيئة السمعة;臭名昭著
extended_6000;неподви́жно;immobile;inmóvil;imóvel;بلا حراك;一动不动
extended_6000;приспособле́ние (с.р.);appareil;dispositivo;dispositivo;الجهاز;设备
extended_6000;различа́ться;varient;variar;variar;تختلف;有所不同
extended_6000;цепля́ться;s'accrocher;aferrarse;agarrar;يتشبث;坚持
extended_6000;бас (м.р.);basse;bajo;baixo;باس;低音
extended_6000;вы́падать;tomber;caer;cair;تسقط;掉下来
extended_6000;увольне́ние (с.р.);licenciement;despido;demissão;الإقالة;解雇
extended_6000;просма́тривать;vue;ver;visualizar;عرض;查看
extended_6000;достига́ться;être atteint;lograrse;ser alcançado;يتحقق;实现
extended_6000;снабди́ть;fourniture;suministro;fornecimento;العرض;供应
extended_6000;социоло́гия (ж.р.);sociologie;sociología;sociologia;علم الاجتماع;社会学
extended_6000;пересека́ть;croix;cruz;cruz;صليب;交叉
extended_6000;пира́т (м.р.);pirate;pirata;pirata;القرصان;海盗
extended_6000;лягу́шка (ж.р.);grenouille;rana;sapo;الضفدع;青蛙
extended_6000;востре́бовать;réclamation;reclamación;reivindicação;دعوى;声称
extended_6000;про́звище (с.р.);pseudo;apodo;apelido;اللقب;昵称
extended_6000;глуби́нный (м.р.);profond;profundo;profundo;عميق;深
extended_6000;хо́хот (м.р.);rire;risa;risada;الضحك;笑声
extended_6000;сократи́ться;rétrécir;reducir;encolher;تقلص;收缩
extended_6000;четы́рнадцать;quatorze;catorce;quatorze;أربعة عشر;十四
extended_6000;погружа́ться;plonger;bucear;mergulho;الغطس;潜水
extended_6000;кома́р (м.р.);moustique;mosquito;mosquito;البعوضة;蚊子
extended_6000;кра́йность (ж.р.);extrême;extremo;extremo;المتطرفة;极端
extended_6000;аре́на (ж.р.);arène;arena;arena;الساحة;竞技场
extended_6000;оборони́тельный (м.р.);défensif;defensivo;defensiva;دفاعياً;防守
extended_6000;досто́йно;digne;digno;digno;جدير;值得
extended_6000;потрясе́ние (с.р.);choc;shock;choque;الصدمة;震惊
extended_6000;каблу́к (м.р.);talon;tacón;calcanhar;كعب;鞋跟
extended_6000;преле́стный (м.р.);adorable;encantador;adorável;جميل;可爱
extended_6000;впрямь;vraiment;realmente;realmente;حقا;真的
extended_6000;расспра́шивать;demander;preguntar;pergunte;اسأل;问
extended_6000;о́бщность (ж.р.);généralité;generalidad;generalidade;العموم;一般性
extended_6000;ку́зов (м.р.);corps;cuerpo;corpo;الجسم;身体
extended_6000;обнови́ть;mise à jour;actualización;atualização;التحديث;更新
extended_6000;удели́ть;donner;dar;dar;أعط;给
extended_6000;назе́мный (м.р.);terrain;suelo;terreno;الارض;地面
extended_6000;диктова́ть;dicter;dictar;ditar;الإملاء;口述
extended_6000;студе́нтка (ж.р.);étudiant;estudiante;aluno;طالب;学生
extended_6000;ку́хонный (м.р.);cuisine;cocina;cozinha;المطبخ;厨房
extended_6000;сва́дебный (м.р.);mariage;boda;casamento;الزفاف;婚礼
extended_6000;воспроизведе́ние (с.р.);lecture;reproducción;reprodução;التشغيل;回放
extended_6000;пообща́ться;discuter;chatear;bate-papo;دردشة;聊天
extended_6000;те́кстовый (м.р.);texte;texto;texto;النص;文本
extended_6000;мо́стик (м.р.);pont;puente;ponte;الجسر;桥
extended_6000;накорми́ть;flux;alimentación;feed;التغذية;饲料
extended_6000;ви́ца (ж.р.);vita;vitsa;vida;فيتسا;维萨
extended_6000;або́рт (м.р.);avortement;aborto;aborto;الإجهاض;堕胎
extended_6000;испу́ганно;peur;asustado;assustado;خائفة;害怕
extended_6000;доса́да (ж.р.);contrariété;molestia;aborrecimento;الانزعاج;烦恼
extended_6000;пу́бликоваться;publier;publicar;publicar;نشر;发布
extended_6000;моби́льник (м.р.);téléphone portable;teléfono móvil;telefone celular;الهاتف المحمول;手机
extended_6000;колле́гия (ж.р.);tableau;tablero;quadro;المجلس;板
extended_6000;задо́лго;il y a longtemps;hace mucho tiempo;há muito tempo;منذ فترة طويلة;很久以前
extended_6000;перебра́ться;s'en remettre;superar;superar;تجاوز;克服
extended_6000;огра́да (ж.р.);clôture;valla;cerca;السور;栅栏
extended_6000;репре́ссия (ж.р.);répression;represión;repressão;القمع;镇压
extended_6000;прито́к (м.р.);afflux;afluencia;influxo;التدفق;涌入
extended_6000;охо́тничий (м.р.);chasse;caza;caça;الصيد;狩猎
extended_6000;импе́рский (м.р.);impérial;imperial;imperial;الإمبراطورية;帝国
extended_6000;гоня́ть;conduire;conducir;unidade;محرك الأقراص;驱动器
extended_6000;парово́з (м.р.);locomotive à vapeur;locomotora de vapor;locomotiva a vapor;قاطرة بخارية;蒸汽机车
extended_6000;крепостно́й (м.р.);serfs;siervos;servos;الأقنان;农奴
extended_6000;продово́льствие (с.р.);nourriture;comida;comida;الطعام;食物
extended_6000;га (м.р.);ha;ja;ha;هكتار;哈
extended_6000;топ (м.р.);haut;arriba;topo;الأعلى;顶部
extended_6000;продви́нуть;promouvoir;promover;promover;الترويج;促进
extended_6000;огляде́ть;regarde autour de toi;mira a tu alrededor;olhe ao redor;انظر حولك;环顾四周
extended_6000;бро́нзовый (м.р.);bronze;bronce;bronze;البرونزية;青铜
extended_6000;обобще́ние (с.р.);généralisation;generalización;generalização;التعميم;概括
extended_6000;супру́жеский (м.р.);matrimonial;matrimonial;conjugal;زوجية;婚姻
extended_6000;злоде́й (м.р.);méchants;villanos;vilões;الأشرار;恶棍
extended_6000;погасну́ть;sortir;salir;sair;اخرج;出去
extended_6000;обры́в (м.р.);pause;descanso;pausa;استراحة;打破
extended_6000;звене́ть;bague;anillo;anel;خاتم;戒指
extended_6000;рёв (м.р.);rugissement;rugido;rugido;زئير;怒吼
extended_6000;живопи́сный (м.р.);pittoresque;pintoresco;pitoresco;الخلابة;风景如画
extended_6000;сочета́ться;combiner;combinar;combinar;الجمع;结合
extended_6000;нежела́тельный (м.р.);indésirable;indeseable;indesejável;غير مرغوب فيه;不受欢迎
extended_6000;укла́дываться;en forme;encajar;ajuste;صالح;适合
extended_6000;на́глый (м.р.);impudent;imprudente;insolente;وقحا;无礼
extended_6000;де́фект (м.р.);défaut;defecto;defeito;عيب;缺陷
extended_6000;пости́чь;comprendre;comprender;compreender;افهم;理解
extended_6000;блаже́нный (м.р.);béni;bendito;abençoado;مبارك;祝福
extended_6000;нижегоро́дский (м.р.);Nijni Novgorod;Nizhni Nóvgorod;Níjni Novgorod;نيجني نوفغورود;下诺夫哥罗德
extended_6000;раке́тный (м.р.);fusée;cohete;foguete;صاروخ;火箭
extended_6000;мурма́нский (м.р.);Mourmansk;Múrmansk;Murmansk;مورمانسك;摩尔曼斯克
extended_6000;изря́дно;joli;bonita;lindo;جميلة;漂亮
extended_6000;изво́лить;s'il vous plaît;por favor;por favor;من فضلك;请
extended_6000;отби́ть;récupération;recaptura;recapturar;الإعادة;夺回
extended_6000;эли́тный (м.р.);élite;élite;elite;النخبة;精英
extended_6000;убо́гий (м.р.);misérable;miserable;miserável;بائسة;可怜的
extended_6000;поеди́нок (м.р.);duel;duelo;duelo;مبارزة;决斗
extended_6000;запира́ть;verrouiller;bloquear;bloqueio;القفل;锁
extended_6000;дёрнуть;tirer;tirar;puxar;سحب;拉
extended_6000;ёмкость (ж.р.);capacité;capacidad;capacidade;القدرة;容量
extended_6000;очерта́ние (с.р.);aperçu;esquema;esboço;الخطوط العريضة;大纲
extended_6000;ло́пнуть;éclaté;explosión;explosão;انفجر;爆裂
extended_6000;скри́пка (ж.р.);violon;violín;violino;كمان;小提琴
extended_6000;лири́ческий (м.р.);lyrique;lírico;lírico;غنائي;抒情
extended_6000;отре́зок (м.р.);segment;segmento;segmento;المقطع;段
extended_6000;кази́но (с.р.);casino;casino;cassino;كازينو;赌场
extended_6000;перемеща́ться;déplacer;mover;mover;نقل;移动
extended_6000;гарнизо́н (м.р.);garnison;guarnición;guarnição;الحامية;驻军
extended_6000;сту́кнуть;frapper;toca;bater;طرق;敲
extended_6000;бо́рец (м.р.);lutteur;luchador;lutador;مصارع;摔跤手
extended_6000;дога́дка (ж.р.);devine;adivinar;acho;الظن;猜猜
extended_6000;зубно́й (м.р.);dentaire;odontología;odontológico;طب الأسنان;牙科
extended_6000;развали́ться;s'effondrer;desmoronarse;desmoronar;ينهار;崩溃
extended_6000;нака́зывать;punir;castigar;punir;العقاب;惩罚
extended_6000;взаи́мосвязь (ж.р.);relation;relación;relacionamento;العلاقة;关系
extended_6000;понемно́гу;petit à petit;poco a poco;aos poucos;شيئا فشيئا;一点一点
extended_6000;диагно́стика (ж.р.);diagnostic;diagnóstico;diagnóstico;التشخيص;诊断
extended_6000;кра́тко;brièvement;brevemente;brevemente;باختصار;简要
extended_6000;тост (м.р.);pain grillé;brindis;brinde;نخب;吐司
extended_6000;превы́сить;dépasse;exceder;exceder;تجاوز;超过
extended_6000;хоро́шенько;bien;bueno;bom;جيد;好
extended_6000;силуэ́т (м.р.);silhouette;silueta;silhueta;الصورة الظلية;剪影
extended_6000;милосе́рдие (с.р.);miséricorde;misericordia;misericórdia;الرحمة;怜悯
extended_6000;въехать;emménager;mudarse;entrar;انتقل;入住
extended_6000;компете́нция (ж.р.);compétence;competencia;competência;الكفاءة;能力
extended_6000;благо́й (м.р.);bien;bueno;bom;جيد;好
extended_6000;воспроизводи́ть;reproduire;reproducir;reproduzir;التكاثر;重现
extended_6000;мунди́р (м.р.);uniforme;uniforme;uniforme;الزي الرسمي;制服
extended_6000;болта́ться;sortir;pasar el rato;sair;التسكع;闲逛
extended_6000;арха́нгельский (м.р.);Arkhangelsk;Arjánguelsk;Arcangel;أرخانجيلسك;阿尔汉格尔斯克
extended_6000;скеле́т (м.р.);squelette;esqueleto;esqueleto;الهيكل العظمي;骨架
extended_6000;че́шский (м.р.);tchèque;checo;Tcheco;التشيكية;捷克语
extended_6000;свист (м.р.);sifflet;silbato;apito;صافرة;口哨
extended_6000;злове́щий (м.р.);inquiétant;siniestro;sinistro;مشؤومة;不祥
extended_6000;сена́тор (м.р.);sénateur;senador;senador;عضو مجلس الشيوخ;参议员
extended_6000;возмути́ться;s'indigner;indignarse;ficar indignado;يسخط;愤怒
extended_6000;сочу́вствовать;sympathiser;simpatizar;simpatizar;تعاطف;同情
extended_6000;привя́зывать;cravate;corbata;gravata;ربطة عنق;领带
extended_6000;се́но (с.р.);foin;heno;feno;القش;干草
extended_6000;обре́чь;malheur;perdición;desgraça;الهلاك;厄运
extended_6000;бра́тство (с.р.);fraternité;hermandad;fraternidade;الأخوة;兄弟情谊
extended_6000;ня́ня (ж.р.);nounou;niñera;babá;مربية;保姆
extended_6000;отзыва́ться;avis;reseña;revisão;مراجعة;评论
extended_6000;уме́ренный (м.р.);modéré;moderado;moderado;معتدل;中等
extended_6000;лондо́нский (м.р.);Londres;Londres;Londres;لندن;伦敦
extended_6000;покло́н (м.р.);arc;arco;reverência;القوس;弓
extended_6000;ду́га (ж.р.);arc;arco;arco;قوس;弧
extended_6000;то́нкость (ж.р.);subtilité;sutileza;sutileza;الدقة;微妙之处
extended_6000;возврати́ть;retour;volver;retornar;العودة;返回
extended_6000;истори́чески;historiquement;históricamente;historicamente;تاريخيا;历史上
extended_6000;приступа́ть;démarrer;inicio;início;البداية;开始
extended_6000;отрица́ние (с.р.);négation;negación;negação;النفي;否定
extended_6000;неблагоприя́тный (м.р.);défavorable;desfavorable;desfavorável;غير مواتية;不利
extended_6000;вну́тренне;en interne;internamente;internamente;داخليا;内部
extended_6000;преда́тель (м.р.);traître;traidor;traidor;خائن;叛徒
extended_6000;мигра́ция (ж.р.);migration;migración;migração;الهجرة;迁移
extended_6000;эроти́ческий (м.р.);érotique;erótico;erótico;المثيرة;色情
extended_6000;разма́хивать;balançoire;columpio;balanço;أرجوحة;摇摆
extended_6000;поко́йник (м.р.);homme mort;hombre muerto;homem morto;الميت;死人
extended_6000;а́вто (с.р.);automatique;automático;automático;تلقائي;自动
extended_6000;ку́чка (ж.р.);tas;grupo;grupo;مجموعة;一堆
extended_6000;мерсе́дес (м.р.);Mercedes;Mercedes;Mercedes;مرسيدس;梅赛德斯
extended_6000;гу́сто;épais;grueso;grosso;سميكة;厚
extended_6000;жечь;brûler;quemar;queimar;حرق;烧伤
extended_6000;изда́ли;de loin;desde lejos;de longe;من بعيد;远方
extended_6000;селе́ние (с.р.);village;pueblo;aldeia;القرية;村
extended_6000;дискоте́ка (ж.р.);discothèque;discoteca;discoteca;ديسكو;迪斯科
extended_6000;надели́ть;doter;dotar;doação;الوقف;赋予
extended_6000;капита́льный (м.р.);capital;capital;capital;رأس المال;资本
extended_6000;покро́в (м.р.);couverture;portada;capa;الغلاف;封面
extended_6000;несправедли́вый (м.р.);injuste;injusto;injusto;ظلم;不公平
extended_6000;влече́ние (с.р.);attirance;atracción;atração;الجذب;景点
extended_6000;слома́ться;pause;descanso;pausa;استراحة;打破
extended_6000;стро́йка (ж.р.);construction;construcción;construção;البناء;建设
extended_6000;купе́ (с.р.);coupé;cupé;cupê;كوبيه;轿跑车
extended_6000;обыва́тель (м.р.);profane;laico;leigo;العلماني;外行人
extended_6000;вгля́дываться;pair;compañero;colega;نظير;同行
extended_6000;вы́бежать;épuisé;se acaba;acabou;نفاد;用完
extended_6000;сожале́ть;regretter;arrepentimiento;arrependimento;الندم;遗憾
extended_6000;мертве́ц (м.р.);mort;muerto;morto;ميت;死了
extended_6000;безразли́чный (м.р.);indifférent;indiferente;indiferente;غير مبال;无动于衷
extended_6000;заде́рживаться;s'attarder;permanecer;demorar;باقية;徘徊
extended_6000;разногла́сие (с.р.);désaccord;desacuerdo;desacordo;الخلاف;分歧
extended_6000;выдвига́ть;pousser;empujar;empurrar;دفع;推
extended_6000;совреме́нность (ж.р.);modernité;modernidad;modernidade;الحداثة;现代性
extended_6000;свердло́вский (м.р.);Sverdlovsk;Sverdlovsk;Sverdlovsk;سفيردلوفسك;斯维尔德洛夫斯克
extended_6000;прише́лец (м.р.);extraterrestre;extraterrestre;alienígena;أجنبي;外星人
extended_6000;возра́стной (м.р.);âge;edad;idade;العمر;年龄
extended_6000;вытира́ть;essuyer;limpiar;limpar;يمسح;擦拭
extended_6000;фе́рмер (м.р.);agriculteur;granjero;agricultor;فلاح;农民
extended_6000;развора́чиваться;faire demi-tour;date la vuelta;vire-se;الالتفات;转身
extended_6000;возвыша́ться;augmenter;subir;aumento;يرتفع;上升
extended_6000;комплиме́нт (м.р.);compliment;cumplido;elogio;مجاملة;恭维
extended_6000;репорта́ж (м.р.);rapport;informe;relatório;تقرير;报告
extended_6000;град (м.р.);grêle;granizo;granizo;حائل;冰雹
extended_6000;икра́ (ж.р.);caviars;caviar;caviar;الكافيار;鱼子酱
extended_6000;жесто́ко;cruel;cruel;cruel;قاسية;残酷
extended_6000;ры́вок (м.р.);connard;idiota;idiota;رعشة;混蛋
extended_6000;гитлеро́вец (м.р.);hitlérien;hitleriano;hitlerista;هتلر;希特勒
extended_6000;землетрясе́ние (с.р.);tremblement de terre;terremoto;terremoto;زلزال;地震
extended_6000;вы́везти;sortir;sacar;tirar;أخرج;取出
extended_6000;казни́ть;exécuter;ejecutar;executar;تنفيذ;执行
extended_6000;нахожде́ние (с.р.);constatation;hallazgo;descoberta;اكتشاف;发现
extended_6000;пара́дный (м.р.);portes d'entrée;puertas de entrada;portas da frente;أبواب أمامية;前门
extended_6000;вы́думать;inventer;inventar;inventar;اخترع;发明
extended_6000;провозгласи́ть;proclame;proclamar;proclamar;أعلن;宣告
extended_6000;корре́кция (ж.р.);correction;corrección;correção;التصحيح;更正
extended_6000;кого́ть (м.р.);griffe;garra;garra;مخلب;爪
extended_6000;изъя́ть;retirer;retirar;retirar;ينسحب;撤回
extended_6000;пора́довать;s'il vous plaît;por favor;por favor;من فضلك;请
extended_6000;присоединя́ться;rejoindre;unirse;junte-se;الانضمام;加入
extended_6000;тоталита́рный (м.р.);totalitaire;totalitario;totalitário;شمولية;极权主义
extended_6000;резолю́ция (ж.р.);résolution;resolución;resolução;القرار;决议
extended_6000;фо́тка (ж.р.);photo;foto;foto;الصورة;照片
extended_6000;экзоти́ческий (м.р.);exotique;exótico;exótico;غريبة;异国情调
extended_6000;минера́льный (м.р.);minéral;minerales;mineral;المعدنية;矿物
extended_6000;похо́дка (ж.р.);démarche;marcha;marcha;المشية;步态
extended_6000;уноси́ть;emporter;llevarse;levar embora;حمل;带走
extended_6000;ро́дственный (м.р.);lié;relacionado;relacionado;ذات صلة;相关
extended_6000;бланк (м.р.);formulaire;formulario;formulário;النموذج;表格
extended_6000;матка́ (ж.р.);utérus;útero;útero;الرحم;子宫
extended_6000;ле́бедь (м.р.);cygne;cisne;cisne;بجعة;天鹅
extended_6000;па́сха (ж.р.);Pâques;pascua;páscoa;عيد الفصح;复活节
extended_6000;подбежа́ть;courir;correr hacia arriba;correr;ركض;跑起来
extended_6000;взаимоде́йствовать;interagir;interactuar;interagir;تفاعل;互动
extended_6000;сунду́к (м.р.);poitrine;cofre;peito;الصدر;胸部
extended_6000;вну́чка (ж.р.);petite-fille;nieta;neta;الحفيدة;孙女
extended_6000;консервати́вный (м.р.);conservateur;conservador;conservador;محافظ;保守
extended_6000;устра́иваться;s'installer;instalarse;se acomode;استقر الأمر;安顿下来
extended_6000;жи́во;vivant;vivo;vivo;حيا;活着
extended_6000;кра́жа (ж.р.);vol;robo;roubo;السرقة;盗窃
extended_6000;нулево́й (м.р.);zéro;cero;zero;صفر;零
extended_6000;интеллиге́нт (м.р.);intellectuel;intelectual;intelectual;فكري;知识分子
extended_6000;тону́ть;se noyer;ahogarse;afogar;يغرق;淹死
extended_6000;осмы́слить;comprendre;comprender;compreender;افهم;理解
extended_6000;лече́бный (м.р.);médicinal;medicinales;medicinal;طبية;药用
extended_6000;тума́нный (м.р.);brumeux;brumoso;nebuloso;ضبابي;有雾
extended_6000;голла́ндский (м.р.);Néerlandais;holandés;Holandês;الهولندية;荷兰语
extended_6000;благода́ть (ж.р.);grâce;gracia;graça;النعمة;恩典
extended_6000;пара́д (м.р.);défilé;desfile;desfile;موكب;游行
extended_6000;реабилита́ция (ж.р.);rééducation;rehabilitación;reabilitação;إعادة التأهيل;康复
extended_6000;доброво́лец (м.р.);bénévole;voluntario;voluntário;متطوع;志愿者
extended_6000;ура́н (м.р.);uranium;uranio;urânio;اليورانيوم;铀
extended_6000;разбива́ть;pause;descanso;pausa;استراحة;打破
extended_6000;противоде́йствие (с.р.);contre-attaque;contraataque;contra-ação;الردة;反作用
extended_6000;разга́р (м.р.);hauteur;altura;altura;الارتفاع;高度
extended_6000;крах (м.р.);effondrement;colapso;colapso;انهيار;崩溃
extended_6000;впредь;désormais;en adelante;doravante;من الآن فصاعدا;今后
extended_6000;выдава́ться;soit délivré;ser emitido;ser emitido;يصدر;发布
extended_6000;уменьши́ться;diminution;disminuir;diminuição;النقصان;减少
extended_6000;земля́к (м.р.);compatriote;compatriota;compatriota;مواطن;同胞
extended_6000;извини́ться;excuses;disculparse;peça desculpas;الاعتذار;道歉
extended_6000;давно́сть (ж.р.);ordonnance;prescripción;prescrição;وصفة طبية;处方
extended_6000;поощря́ть;encourager;animar;incentivar;تشجيع;鼓励
extended_6000;загоре́ться;s'allume;iluminar;acender;أضاء;点亮
extended_6000;мысли́тель (м.р.);penseur;pensador;pensador;مفكر;思想家
extended_6000;незадо́лго;sous peu;en breve;em breve;بعد قليل;很快
extended_6000;ре́ктор (м.р.);recteur;rector;reitor;رئيس الجامعة;校长
extended_6000;учи́тываться;pris en compte;tomado en cuenta;levado em consideração;في الاعتبار;考虑到
extended_6000;тамо́жня (ж.р.);coutumes;costumbres;costumes;العادات;海关
extended_6000;приоткры́ть;s'ouvre légèrement;abre ligeramente;abra ligeiramente;مفتوح قليلاً;稍微张开
extended_6000;по́мниться;se souvient;recordado;lembrado;متذكر;记得
extended_6000;обу́чить;entraîner;tren;trem;القطار;火车
extended_6000;руководя́щий (м.р.);leadership;liderazgo;liderança;القيادة;领导力
extended_6000;приговори́ть;phrase;oración;frase;جملة;句
extended_6000;мо́дем (м.р.);modem;módem;modem;المودم;调制解调器
extended_6000;похити́ть;enlèvement boîte;secuestrar;sequestro;خطف;绑架
extended_6000;коро́бочка (ж.р.);box;caja;caixa;المربع;框
