block;russian;english;examples
extended_6000;куда́-нибудь;somewhere;
extended_6000;глотка́ (ж.р.);pharynx;
extended_6000;благотвори́тельный (м.р.);charitable;
extended_6000;организо́вывать;to organize;
extended_6000;принте́р (м.р.);printer;
extended_6000;недове́рие (с.р.);mistrust;
extended_6000;прикоснове́ние (с.р.);touch;
extended_6000;конкури́ровать;to compete;
extended_6000;ки́слота (ж.р.);acid;
extended_6000;уха́живать;to look after;
extended_6000;схо́дный (м.р.);similar;
extended_6000;голу́бь (м.р.);dove;
extended_6000;добыва́ть;to mine;
extended_6000;проволо́ка (ж.р.);wire;
extended_6000;мора́льно;moral;
extended_6000;обраба́тывать;to process;
extended_6000;сконча́ться;to die;
extended_6000;издалёка;from afar;
extended_6000;смуща́ть;to confuse;
extended_6000;бело́к (м.р.);protein;
extended_6000;легенда́рный (м.р.);legendary;
extended_6000;уси́ливать;to strengthen;
extended_6000;таба́к (м.р.);tobacco;
extended_6000;сообража́ть;to think;
extended_6000;ни́зко;low;
extended_6000;наня́ть;to hire;
extended_6000;преоблада́ть;to prevail;
extended_6000;обозначе́ние (с.р.);designation;
extended_6000;модели́рование (с.р.);modeling;
extended_6000;нея́сный (м.р.);unclear;
extended_6000;заве́т (м.р.);covenant;
extended_6000;обнару́житься;to show up;
extended_6000;поставля́ть;to deliver;
extended_6000;уси́ливаться;to intensify;
extended_6000;предотврати́ть;to prevent;
extended_6000;пожа́ловать;to welcome;
extended_6000;увести́;take away;
extended_6000;нело́вко;awkward;
extended_6000;просвеще́ние (с.р.);enlightenment;
extended_6000;заверну́ть;to wrap;
extended_6000;мураве́й (м.р.);ant;
extended_6000;лопа́та (ж.р.);shovel;
extended_6000;зае́хать;to stop by;
extended_6000;пита́ть;to feed;
extended_6000;характеризова́ться;to be characterized;
extended_6000;даль (ж.р.);distance;
extended_6000;провинциа́льный (м.р.);provincial;
extended_6000;ограни́читься;to limit;
extended_6000;благополу́чный (м.р.);prosperous;
extended_6000;исто́к (м.р.);source;
extended_6000;откли́кнуться;to respond;
extended_6000;жёстко;hard;
extended_6000;завали́ть;to fail;
extended_6000;боги́ня (ж.р.);goddess;
extended_6000;коля́ска (ж.р.);stroller;
extended_6000;закрыва́ться;to close;
extended_6000;коли́чественный (м.р.);quantitative;
extended_6000;физионо́мия (ж.р.);physiognomy;
extended_6000;мелькну́ть;to flash;
extended_6000;передвиже́ние (с.р.);movement;
extended_6000;отме́тка (ж.р.);mark;
extended_6000;кол (м.р.);count;
extended_6000;прогресси́вный (м.р.);progressive;
extended_6000;свя́зка (ж.р.);link;
extended_6000;кла́ссовый (м.р.);cool;
extended_6000;впада́ть;to fall;
extended_6000;привыка́ть;to get used to;
extended_6000;раство́р (м.р.);solution;
extended_6000;нажима́ть;to press;
extended_6000;немо́й (м.р.);mute;
extended_6000;превосхо́дный (м.р.);excellent;
extended_6000;чрезме́рный (м.р.);excessive;
extended_6000;спусти́ть;to lower;
extended_6000;предоставля́ться;to be provided;
extended_6000;возмуще́ние (с.р.);outrage;
extended_6000;вылеза́ть;to get out;
extended_6000;за́втрашний (м.р.);tomorrow;
extended_6000;дже́нтльмен (м.р.);gentleman;
extended_6000;скача́ть;to download;
extended_6000;влечь;to attract;
extended_6000;вле́во;left;
extended_6000;ассортиме́нт (м.р.);assortment;
extended_6000;по́вар (м.р.);cook;
extended_6000;у́стный (м.р.);oral;
extended_6000;мусульма́нский (м.р.);Muslim;
extended_6000;бе́гство (с.р.);escape;
extended_6000;опроси́ть;to poll;
extended_6000;доводи́ть;to bring;
extended_6000;пе́на (ж.р.);foam;
extended_6000;ребро́ (с.р.);edge;
extended_6000;вы́стрелить;to shoot;
extended_6000;реце́нзия (ж.р.);review;
extended_6000;изве́стность (ж.р.);to fame;
extended_6000;прах (м.р.);ashes;
extended_6000;подоко́нник (м.р.);window sill;
extended_6000;пробежа́ть;to run;
extended_6000;излага́ть;to expound;
extended_6000;толкова́ние (с.р.);interpretation;
extended_6000;прикры́тие (с.р.);cover;
extended_6000;телека́нал (м.р.);TV channel;
extended_6000;у́часть (ж.р.);to fate;
extended_6000;интерва́л (м.р.);interval;
extended_6000;было́й (м.р.);former;
extended_6000;тща́тельный (м.р.);thorough;
extended_6000;логи́чный (м.р.);logical;
extended_6000;бра́тец (м.р.);brother;
extended_6000;дополни́тельно;additionally;
extended_6000;губе́рния (ж.р.);province;
extended_6000;постуча́ть;to knock;
extended_6000;торопли́во;hastily;
extended_6000;винт (м.р.);screw;
extended_6000;дея́ние (с.р.);act;
extended_6000;фи́га (ж.р.);fig;
extended_6000;ви́ка (ж.р.);vika;
extended_6000;правосла́вие (с.р.);Orthodoxy;
extended_6000;затрудне́ние (с.р.);difficulty;
extended_6000;бра́чный (м.р.);marriage;
extended_6000;порва́ть;to tear;
extended_6000;допуска́ться;to allowed;
extended_6000;бага́ж (м.р.);luggage;
extended_6000;толщина́ (ж.р.);thickness;
extended_6000;три́жды;three times;
extended_6000;нехва́тка (ж.р.);shortage;
extended_6000;усто́йчивость (ж.р.);to stability;
extended_6000;зажа́ть;to press;
extended_6000;мисти́ческий (м.р.);mystical;
extended_6000;чушь (ж.р.);nonsense;
extended_6000;вози́ться;to mess around;
extended_6000;синдро́м (м.р.);syndrome;
extended_6000;сия́ние (с.р.);radiance;
extended_6000;веб (м.р.);web;
extended_6000;доктри́на (ж.р.);doctrine;
extended_6000;трясти́сь;shake;
extended_6000;истерика́ (ж.р.);hysteria;
extended_6000;шту́рман (м.р.);navigator;
extended_6000;утра́та (ж.р.);loss;
extended_6000;уцеле́ть;to survive;
extended_6000;фланг (м.р.);flank;
extended_6000;по-англи́йски;in English;
extended_6000;жева́ть;to chew;
extended_6000;такт (м.р.);beat;
extended_6000;донести́;convey;
extended_6000;справедли́во;fair;
extended_6000;носи́ться;to wear;
extended_6000;глаго́л (м.р.);verb;
extended_6000;оде́ться;to get dressed;
extended_6000;обоснова́ние (с.р.);rationale;
extended_6000;угоди́ть;to please;
extended_6000;горячо́;hot;
extended_6000;ре́корд (м.р.);record;
extended_6000;откры́тка (ж.р.);postcard;
extended_6000;италья́нец (м.р.);Italian;
extended_6000;приме́та (ж.р.);sign;
extended_6000;электри́чка (ж.р.);train;
extended_6000;сугу́бо;purely;
extended_6000;мгнове́нье (с.р.);moment;
extended_6000;проща́ние (с.р.);farewell;
extended_6000;лы́сый (м.р.);bald;
extended_6000;кружи́ться;to spin;
extended_6000;пы́шный (м.р.);lush;
extended_6000;предвы́борный (м.р.);pre-election;
extended_6000;цирк (м.р.);circus;
extended_6000;по́чка (ж.р.);kidney;
extended_6000;колю́чий (м.р.);prickly;
extended_6000;президи́ум (м.р.);presidium;
extended_6000;клини́ческий (м.р.);clinical;
extended_6000;затро́нуть;to touch;
extended_6000;нови́нка (ж.р.);new;
extended_6000;обру́шиться;to collapse;
extended_6000;тверди́ть;to repeat;
extended_6000;сбега́ть;to run away;
extended_6000;вознагражде́ние (с.р.);reward;
extended_6000;старина́ (ж.р.);old man;
extended_6000;пти́чий (м.р.);avian;
extended_6000;проду́мать;to think over;
extended_6000;презре́ние (с.р.);contempt;
extended_6000;речево́й (м.р.);speech;
extended_6000;возбужда́ть;to excite;
extended_6000;спаси́тель (м.р.);savior;
extended_6000;равни́на (ж.р.);plain;
extended_6000;подве́ргнуться;to be exposed;
extended_6000;секта́ (ж.р.);sect;
extended_6000;присво́ить;to assign;
extended_6000;отверга́ть;to reject;
extended_6000;преда́ние (с.р.);legend;
extended_6000;сбыт (м.р.);sales;
extended_6000;вой (м.р.);howl;
extended_6000;ма́ссаж (м.р.);massage;
extended_6000;зло́бный (м.р.);spiteful;
extended_6000;горизонта́льный (м.р.);horizontal;
extended_6000;затяну́ться;to take a long time;
extended_6000;обижа́ть;to offend;
extended_6000;це́лостность (ж.р.);to integrity;
extended_6000;посы́лка (ж.р.);package;
extended_6000;пусты́нный (м.р.);deserted;
extended_6000;балти́йский (м.р.);Baltic;
extended_6000;пове́стка (ж.р.);agenda;
extended_6000;бе́здна (ж.р.);abyss;
extended_6000;ха́кер (м.р.);hacker;
extended_6000;кати́ться;to roll;
extended_6000;запа́сный (м.р.);spare;
extended_6000;дожи́ть;to live;
extended_6000;вообрази́ть;to imagine;
extended_6000;поля́рный (м.р.);polar;
extended_6000;те́ррор (м.р.);terror;
extended_6000;я́корь (м.р.);anchor;
extended_6000;про́чно;durable;
extended_6000;впра́вду;really;
extended_6000;уравне́ние (с.р.);equation;
extended_6000;бакс (м.р.);bucks;
extended_6000;разбо́р (м.р.);parsing;
extended_6000;согласова́ть;to agree;
extended_6000;персо́на (ж.р.);person;
extended_6000;опя́ть-таки;again;
extended_6000;го́речь (ж.р.);to bitterness;
extended_6000;теле́сный (м.р.);bodily;
extended_6000;продю́сер (м.р.);producer;
extended_6000;месть (ж.р.);to revenge;
extended_6000;католи́ческий (м.р.);Catholic;
extended_6000;счастли́во;happily;
extended_6000;покрасне́ть;to blush;
extended_6000;пролета́риат (м.р.);proletariat;
extended_6000;геогра́фия (ж.р.);geography;
extended_6000;архитекту́рный (м.р.);architectural;
extended_6000;гимна́зия (ж.р.);gymnasium;
extended_6000;усво́ить;to learn;
extended_6000;сбо́рная (ж.р.);team;
extended_6000;банда́ (ж.р.);gang;
extended_6000;да́ром;for nothing;
extended_6000;демокра́т (м.р.);democrat;
extended_6000;поме́ха (ж.р.);interference;
extended_6000;растеря́ться;to get confused;
extended_6000;кре́йсер (м.р.);cruiser;
extended_6000;еги́петский (м.р.);Egyptian;
extended_6000;вероя́тный (м.р.);probable;
extended_6000;завяза́ть;to tie;
extended_6000;генети́ческий (м.р.);genetic;
extended_6000;сдержа́ть;to contain;
extended_6000;безрабо́тица (ж.р.);unemployment;
extended_6000;объекти́вно;objectively;
extended_6000;вычисли́тельный (м.р.);computational;
extended_6000;го́рько;bitter;
extended_6000;ми́рно;peacefully;
extended_6000;поздравле́ние (с.р.);congratulations;
extended_6000;перекрёсток (м.р.);crossroads;
extended_6000;ра́зом;at once;
extended_6000;социологи́ческий (м.р.);sociological;
extended_6000;констру́ктивный (м.р.);constructive;
extended_6000;митрополи́т (м.р.);metropolitan;
extended_6000;сочиня́ть;to compose;
extended_6000;пошли́на (ж.р.);duty;
extended_6000;солда́тский (м.р.);soldier;
extended_6000;благосостоя́ние (с.р.);welfare;
extended_6000;сня́тие (с.р.);withdrawal;
extended_6000;кавка́зский (м.р.);Caucasian;
extended_6000;фальши́вый (м.р.);false;
extended_6000;сни́зиться;to decrease;
extended_6000;подверга́ть;to expose;
extended_6000;грант (м.р.);grant;
extended_6000;вы́раженный (м.р.);expressed;
extended_6000;слу́шаться;to obey;
extended_6000;расстро́ить;to upset;
extended_6000;весе́лье (с.р.);fun;
extended_6000;жю́ри (с.р.);jury;
extended_6000;крем (м.р.);cream;
extended_6000;достове́рный (м.р.);reliable;
extended_6000;обоснова́ть;to justify;
extended_6000;свод (м.р.);vault;
extended_6000;пасси́вный (м.р.);passive;
extended_6000;лечи́ться;to be treated;
extended_6000;заинтересова́ться;to get interested;
extended_6000;поклони́ться;to bow;
extended_6000;плю́нуть;to spit;
extended_6000;звуча́ние (с.р.);sound;
extended_6000;тера́кт (м.р.);terrorist attack;
extended_6000;дре́вность (ж.р.);to antiquity;
extended_6000;прижа́ться;to snuggle;
extended_6000;ансамбль (м.р.);ensemble;
extended_6000;кро́хотный (м.р.);tiny;
extended_6000;преда́тельство (с.р.);betrayal;
extended_6000;прохла́дный (м.р.);cool;
extended_6000;метафо́ра (ж.р.);metaphor;
extended_6000;резю́ме (с.р.);summary;
extended_6000;фикси́ровать;to commit;
extended_6000;гряду́щий (м.р.);coming;
extended_6000;но́ра (ж.р.);hole;
extended_6000;пече́нь (ж.р.);liver;
extended_6000;интенси́вность (ж.р.);to intensity;
extended_6000;тарака́н (м.р.);cockroach;
extended_6000;обо́чина (ж.р.);curb;
extended_6000;противоречи́вый (м.р.);controversial;
extended_6000;сходи́ться;to converge;
extended_6000;бли́знец (м.р.);twin;
extended_6000;стара́тельно;diligently;
extended_6000;преподава́ние (с.р.);teaching;
extended_6000;герои́ческий (м.р.);heroic;
extended_6000;выбра́сывать;to throw away;
extended_6000;перее́зд (м.р.);moving;
extended_6000;разма́х (м.р.);span;
extended_6000;предви́деть;to foresee;
extended_6000;договорённость (ж.р.);to agreement;
extended_6000;прижима́ть;to press;
extended_6000;гли́на (ж.р.);clay;
extended_6000;перерабо́тка (ж.р.);processing;
extended_6000;тро́н (м.р.);throne;
extended_6000;лётный (м.р.);flying;
extended_6000;взнос (м.р.);fee;
extended_6000;хвали́ть;to praise;
extended_6000;стрелко́вый (м.р.);rifle;
extended_6000;пи́щевой (м.р.);food;
extended_6000;лени́нский (м.р.);Leninsky;
extended_6000;алта́рь (м.р.);altar;
extended_6000;очарова́тельный (м.р.);charming;
extended_6000;рвану́ть;to jerk;
extended_6000;рефе́рендум (м.р.);referendum;
extended_6000;одобре́ние (с.р.);approval;
extended_6000;гул (м.р.);hum;
extended_6000;крючо́к (м.р.);hook;
extended_6000;биоло́гия (ж.р.);biology;
extended_6000;бале́т (м.р.);ballet;
extended_6000;реализова́ться;to be realized;
extended_6000;рыда́ть;to sob;
extended_6000;ча́йка (ж.р.);seagull;
extended_6000;склони́ться;to bow down;
extended_6000;за́просто;easily;
extended_6000;стреми́тельный (м.р.);swift;
extended_6000;божество́ (с.р.);deity;
extended_6000;мета́ться;to rush about;
extended_6000;порошо́к (м.р.);powder;
extended_6000;выясня́ть;to find out;
extended_6000;пу́шкинский (м.р.);Pushkinsky;
extended_6000;документа́льный (м.р.);documentary;
extended_6000;доброде́тель (ж.р.);virtue;
extended_6000;вы́писать;to write out;
extended_6000;узо́р (м.р.);pattern;
extended_6000;вы́слать;to send;
extended_6000;стадио́н (м.р.);stadium;
extended_6000;дрожь (ж.р.);trembling;
extended_6000;челове́чек (м.р.);little man;
extended_6000;трясти́;shake;
extended_6000;подпи́сывать;to sign;
extended_6000;согласова́ние (с.р.);agreement;
extended_6000;ро́ддом (м.р.);maternity hospital;
extended_6000;трудя́щийся (м.р.);worker;
extended_6000;либера́л (м.р.);liberal;
extended_6000;новорождённый (м.р.);newborn;
extended_6000;секрета́рша (ж.р.);secretary;
extended_6000;подсозна́ние (с.р.);subconscious;
extended_6000;подска́зывать;to suggest;
extended_6000;пропове́дь (ж.р.);sermon;
extended_6000;факс (м.р.);fax;
extended_6000;комфо́рт (м.р.);comfort;
extended_6000;трансформа́ция (ж.р.);transformation;
extended_6000;престу́пность (ж.р.);to crime;
extended_6000;пара́шют (м.р.);parachute;
extended_6000;госпо́дствовать;to dominate;
extended_6000;перено́с (м.р.);transfer;
extended_6000;верху́шка (ж.р.);top;
extended_6000;го́рка (ж.р.);slide;
extended_6000;проце́нтный (м.р.);interest;
extended_6000;свя́зываться;to contact;
extended_6000;цензу́ра (ж.р.);censorship;
extended_6000;пти́чка (ж.р.);bird;
extended_6000;му́тный (м.р.);muddy;
extended_6000;интри́га (ж.р.);intrigue;
extended_6000;скла́дывать;to fold;
extended_6000;многоле́тний (м.р.);perennial;
extended_6000;ране́ние (с.р.);injury;
extended_6000;стира́ть;to erase;
extended_6000;сойти́сь;come together;
extended_6000;неда́ром;not without reason;
extended_6000;неопределённый (м.р.);undefined;
extended_6000;наскво́зь;through and through;
extended_6000;су́мочка (ж.р.);handbag;
extended_6000;обло́мок (м.р.);fragment;
extended_6000;пересе́чь;to cross;
extended_6000;шу́ба (ж.р.);fur coat;
extended_6000;загна́ть;to drive;
extended_6000;бокс (м.р.);boxing;
extended_6000;ма́мин (м.р.);mom's;
extended_6000;смири́ться;to come to terms with;
extended_6000;рискну́ть;to take a risk;
extended_6000;побли́зости;to nearby;
extended_6000;уда́рный (м.р.);shock;
extended_6000;пету́х (м.р.);rooster;
extended_6000;упира́ться;to resist;
extended_6000;компенси́ровать;to compensate;
extended_6000;немы́слимый (м.р.);unthinkable;
extended_6000;заве́тный (м.р.);cherished;
extended_6000;анти́чный (м.р.);antique;
extended_6000;двадца́тый (м.р.);twentieth;
extended_6000;убе́жище (с.р.);shelter;
extended_6000;после́довательно;sequentially;
extended_6000;про́ба (ж.р.);test;
extended_6000;котёнок (м.р.);kitten;
extended_6000;ве́дать;to know;
extended_6000;визуа́льный (м.р.);visual;
extended_6000;оце́ниваться;to be evaluated;
extended_6000;инжене́рный (м.р.);engineering;
extended_6000;кида́ть;to throw;
extended_6000;уме́рший (м.р.);deceased;
extended_6000;бес (м.р.);demon;
extended_6000;упрёк (м.р.);reproach;
extended_6000;ненадо́лго;not for long;
extended_6000;со́нный (м.р.);sleepy;
extended_6000;отнима́ть;to take away;
extended_6000;погрузи́ть;to load;
extended_6000;драмати́ческий (м.р.);dramatic;
extended_6000;неприя́тель (м.р.);enemy;
extended_6000;ли́чностный (м.р.);personal;
extended_6000;ни́тка (ж.р.);thread;
extended_6000;сдвиг (м.р.);shift;
extended_6000;неудо́бный (м.р.);inconvenient;
extended_6000;пы́льный (м.р.);dusty;
extended_6000;благослове́ние (с.р.);blessing;
extended_6000;ура́льский (м.р.);Ural;
extended_6000;кры́мский (м.р.);Crimean;
extended_6000;масси́вный (м.р.);massive;
extended_6000;отпра́вка (ж.р.);sending;
extended_6000;нищета́ (ж.р.);poverty;
extended_6000;гимн (м.р.);anthem;
extended_6000;патрио́т (м.р.);patriot;
extended_6000;жрец (м.р.);priest;
extended_6000;шестна́дцать;to sixteen;
extended_6000;пристра́стие (с.р.);addiction;
extended_6000;гига́нт (м.р.);giant;
extended_6000;бульва́р (м.р.);boulevard;
extended_6000;наро́чно;on purpose;
extended_6000;дуб (м.р.);oak;
extended_6000;присни́ться;to dream;
extended_6000;возде́йствовать;to influence;
extended_6000;слове́сный (м.р.);verbal;
extended_6000;синте́з (м.р.);synthesis;
extended_6000;убо́рка (ж.р.);cleaning;
extended_6000;суждено́;destined;
extended_6000;шить;to sew;
extended_6000;привози́ть;to bring;
extended_6000;страничка́ (ж.р.);page;
extended_6000;проглоти́ть;to swallow;
extended_6000;перехвати́ть;to intercept;
extended_6000;опа́сно;dangerous;
extended_6000;месте́чко (с.р.);place;
extended_6000;припо́мнить;to remember;
extended_6000;составно́й (м.р.);composite;
extended_6000;задыха́ться;to choke;
extended_6000;уще́лье (с.р.);gorge;
extended_6000;криста́лл (м.р.);crystal;
extended_6000;деся́ток (м.р.);ten;
extended_6000;цве́сти;to bloom;
extended_6000;промолча́ть;to keep silent;
extended_6000;переме́нный (м.р.);variable;
extended_6000;университе́тский (м.р.);university;
extended_6000;познако́мить;to introduce;
extended_6000;нару́жный (м.р.);external;
extended_6000;старичо́к (м.р.);old man;
extended_6000;пе́пел (м.р.);ashes;
extended_6000;часте́нько;often;
extended_6000;прихо́жая (ж.р.);hallway;
extended_6000;сплошь;entirely;
extended_6000;ве́домость (ж.р.);to statement;
extended_6000;добира́ться;to get there;
extended_6000;полково́дец (м.р.);commander;
extended_6000;ма́мочка (ж.р.);mommy;
extended_6000;езда́ (ж.р.);riding;
extended_6000;тормози́ть;to slow down;
extended_6000;охо́титься;to hunt;
extended_6000;снести́;demolish;
extended_6000;избы́ток (м.р.);excess;
extended_6000;подчине́ние (с.р.);submission;
extended_6000;импо́рт (м.р.);import;
extended_6000;пови́снуть;to hang;
extended_6000;безу́мно;crazy;
extended_6000;меха́ник (м.р.);mechanic;
extended_6000;возмеще́ние (с.р.);compensation;
extended_6000;спо́рный (м.р.);controversial;
extended_6000;влезть;get in;
extended_6000;взволнова́ть;to excite;
extended_6000;освобожда́ть;to release;
extended_6000;динами́ческий (м.р.);dynamic;
extended_6000;конту́р (м.р.);circuit;
extended_6000;гуде́ть;to buzz;
extended_6000;ра́ковина (ж.р.);sink;
extended_6000;вы́держка (ж.р.);excerpt;
extended_6000;яче́йка (ж.р.);cell;
extended_6000;момента́льно;instantly;
extended_6000;брэнд (м.р.);brand;
extended_6000;зре́лый (м.р.);mature;
extended_6000;аккура́тный (м.р.);neat;
extended_6000;смени́ться;to change;
extended_6000;страхо́вка (ж.р.);insurance;
extended_6000;такти́ческий (м.р.);tactical;
extended_6000;фигу́рка (ж.р.);figurine;
extended_6000;набра́ться;to gain;
extended_6000;бази́роваться;to based;
extended_6000;лабири́нт (м.р.);labyrinth;
extended_6000;поби́ть;to beat;
extended_6000;прислу́шаться;to listen;
extended_6000;разброса́ть;to scatter;
extended_6000;реме́сло (с.р.);craft;
extended_6000;затра́гивать;to touch upon;
extended_6000;осла́бить;to loosen;
extended_6000;целова́ться;to kiss;
extended_6000;о́быск (м.р.);search;
extended_6000;терпели́во;patiently;
extended_6000;попи́ть;to have a drink;
extended_6000;вы́игрыш (м.р.);winning;
extended_6000;выбира́ться;to get out;
extended_6000;обрета́ть;to gain;
extended_6000;акционе́рный (м.р.);joint stock;
extended_6000;взорва́ть;to explode;
extended_6000;ра́бство (с.р.);slavery;
extended_6000;вы́тереть;to wipe;
extended_6000;подве́ргнуть;to expose;
extended_6000;каю́та (ж.р.);cabin;
extended_6000;попада́ние (с.р.);hit;
extended_6000;чу́вствительность (ж.р.);to sensitivity;
extended_6000;о́коп (м.р.);trench;
extended_6000;практикова́ть;to practice;
extended_6000;конфигура́ция (ж.р.);configuration;
extended_6000;надзо́р (м.р.);supervision;
extended_6000;прика́зывать;to order;
extended_6000;я́рмарка (ж.р.);fair;
extended_6000;экспози́ция (ж.р.);exposure;
extended_6000;заключи́тельный (м.р.);final;
extended_6000;хро́ника (ж.р.);chronicle;
extended_6000;скульпту́ра (ж.р.);sculpture;
extended_6000;распоряди́ться;to dispose;
extended_6000;неприя́тно;unpleasant;
extended_6000;библе́йский (м.р.);biblical;
extended_6000;ко́свенный (м.р.);indirect;
extended_6000;ир (м.р.);ir;
extended_6000;инспе́кция (ж.р.);inspection;
extended_6000;откла́дывать;to postpone;
extended_6000;органи́ческий (м.р.);organic;
extended_6000;отка́зывать;to refuse;
extended_6000;прорва́ться;to break through;
extended_6000;лгать;to lie;
extended_6000;чита́ться;to read;
extended_6000;разбо́йник (м.р.);robber;
extended_6000;перехо́дный (м.р.);transitional;
extended_6000;скамья́ (ж.р.);bench;
extended_6000;погуля́ть;to take a walk;
extended_6000;обы́денный (м.р.);ordinary;
extended_6000;свали́ть;to get out;
extended_6000;террористи́ческий (м.р.);terrorist;
extended_6000;бро́ня (ж.р.);armor;
extended_6000;зри́тельный (м.р.);visual;
extended_6000;предисло́вие (с.р.);preface;
extended_6000;пу́говица (ж.р.);button;
extended_6000;треск (м.р.);crackling;
extended_6000;произво́л (м.р.);arbitrariness;
extended_6000;прокля́тие (с.р.);curse;
extended_6000;вдохнове́ние (с.р.);inspiration;
extended_6000;волше́бник (м.р.);wizard;
extended_6000;оптими́зм (м.р.);optimism;
extended_6000;прию́т (м.р.);shelter;
extended_6000;осо́ба (ж.р.);person;
extended_6000;периоди́ческий (м.р.);periodic;
extended_6000;привя́занность (ж.р.);to attachment;
extended_6000;верста́ (ж.р.);verst;
extended_6000;африка́нский (м.р.);African;
extended_6000;премье́ра (ж.р.);premiere;
extended_6000;униже́ние (с.р.);humiliation;
extended_6000;медита́ция (ж.р.);meditation;
extended_6000;расширя́ть;to expand;
extended_6000;отводи́ть;to withdraw;
extended_6000;банки́р (м.р.);banker;
extended_6000;непо́лный (м.р.);incomplete;
extended_6000;тра́ктор (м.р.);tractor;
extended_6000;ду́маться;to think;
extended_6000;задо́лженность (ж.р.);to debt;
extended_6000;обнаруже́ние (с.р.);detection;
extended_6000;обще́ственно;public;
extended_6000;интеллиге́нтный (м.р.);intelligent;
extended_6000;после́дователь (м.р.);follower;
extended_6000;восемна́дцать;to eighteen;
extended_6000;затяну́ть;to tighten;
extended_6000;за́навес (м.р.);curtain;
extended_6000;пере́ть;to move;
extended_6000;щёлкнуть;to click;
extended_6000;прочте́ние (с.р.);reading;
extended_6000;эмигра́ция (ж.р.);emigration;
extended_6000;сформирова́ться;to form;
extended_6000;тая́ть;to melt;
extended_6000;ги́бнуть;to die;
extended_6000;психиа́тр (м.р.);psychiatrist;
extended_6000;хит (м.р.);hit;
extended_6000;выска́зываться;to speak out;
extended_6000;передвига́ться;to move around;
extended_6000;приёмный (м.р.);foster;
extended_6000;индивидуа́льность (ж.р.);to individuality;
extended_6000;вцепи́ться;to grab hold;
extended_6000;тюре́мный (м.р.);prison;
extended_6000;вылета́ть;to fly out;
extended_6000;у́кол (м.р.);injection;
extended_6000;стаж (м.р.);experience;
extended_6000;привиле́гия (ж.р.);privilege;
extended_6000;фондо́вый (м.р.);stock;
extended_6000;струна́ (ж.р.);string;
extended_6000;налива́ть;to pour;
extended_6000;нахму́риться;to frown;
extended_6000;ве́шать;to hang;
extended_6000;коали́ция (ж.р.);coalition;
extended_6000;раздава́ть;to distribute;
extended_6000;колду́н (м.р.);sorcerer;
extended_6000;пого́ня (ж.р.);chase;
extended_6000;проноси́ться;to rush by;
extended_6000;ку́бик (м.р.);cube;
extended_6000;мех (м.р.);fur;
extended_6000;физиологи́ческий (м.р.);physiological;
extended_6000;трево́жить;to disturb;
extended_6000;грипп (м.р.);flu;
extended_6000;упла́та (ж.р.);payment;
extended_6000;подсчёт (м.р.);counting;
extended_6000;профессиона́льно;professionally;
extended_6000;погла́дить;to stroke;
extended_6000;рассы́паться;to crumble;
extended_6000;перебира́ть;to sort through;
extended_6000;лы́жа (ж.р.);ski;
extended_6000;автоматиза́ция (ж.р.);automation;
extended_6000;попола́м;in half;
extended_6000;бето́нный (м.р.);concrete;
extended_6000;прице́л (м.р.);sight;
extended_6000;ли́са (ж.р.);fox;
extended_6000;мая́к (м.р.);lighthouse;
extended_6000;влия́тельный (м.р.);influential;
extended_6000;изби́ть;to beat;
extended_6000;пра́вильность (ж.р.);to correctness;
extended_6000;меха́ника (ж.р.);mechanics;
extended_6000;вихрь (м.р.);vortex;
extended_6000;обуча́ться;to study;
extended_6000;анте́нна (ж.р.);antenna;
extended_6000;публи́чно;public;
extended_6000;погиба́ть;to perish;
extended_6000;куро́рт (м.р.);resort;
extended_6000;разочарова́ть;to disappoint;
extended_6000;ма́ра (ж.р.);mara;
extended_6000;замкну́тый (м.р.);closed;
extended_6000;предше́ственник (м.р.);predecessor;
extended_6000;осторо́жность (ж.р.);to caution;
extended_6000;плач (м.р.);crying;
extended_6000;напра́вленность (ж.р.);to directionality;
extended_6000;схо́жий (м.р.);similar;
extended_6000;племя́нник (м.р.);nephew;
extended_6000;попроща́ться;to say goodbye;
extended_6000;обору́довать;to equip;
extended_6000;стенд (м.р.);stand;
extended_6000;приспособи́ть;to adapt;
extended_6000;погуби́ть;to destroy;
extended_6000;хи́трость (ж.р.);to cunning;
extended_6000;отрыва́ться;to come off;
extended_6000;взлёт (м.р.);takeoff;
extended_6000;приве́тствие (с.р.);greeting;
extended_6000;пропу́ск (м.р.);skip;
extended_6000;управля́емый (м.р.);controlled;
extended_6000;ощуща́ться;to felt;
extended_6000;родово́й (м.р.);generic;
extended_6000;воспита́тель (м.р.);teacher;
extended_6000;осложне́ние (с.р.);complication;
extended_6000;урони́ть;to drop;
extended_6000;руби́ть;to chop;
extended_6000;инциде́нт (м.р.);incident;
extended_6000;издева́ться;to mock;
extended_6000;жела́нный (м.р.);desired;
extended_6000;презира́ть;to despise;
extended_6000;части́чный (м.р.);partial;
extended_6000;игла́ (ж.р.);needle;
extended_6000;хрони́ческий (м.р.);chronic;
extended_6000;пригото́виться;to get ready;
extended_6000;алле́я (ж.р.);alley;
extended_6000;слива́ться;to merge;
extended_6000;пыла́ть;to glow;
extended_6000;вплотну́ю;close;
extended_6000;индика́тор (м.р.);indicator;
extended_6000;извине́ние (с.р.);apology;
extended_6000;алма́з (м.р.);diamond;
extended_6000;побе́г (м.р.);escape;
